Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
71,4,3,3,8,8,no,yes,yes,r programming,testing,yes,no,medium,poor,Management,Business process analyst,higherstudies,SAaS services,no,yes,Horror,salary,gentle,salary,smart worker,no,Accountant
77,9,5,6,8,9,no,yes,yes,full stack,system designing,yes,no,poor,poor,networks,system developer,job,Service Based,no,no,Horror,salary,stubborn,work,hard worker,yes,Stock Investor
91,5,9,5,8,6,no,no,yes,r programming,hacking,no,no,excellent,excellent,parallel computing,system developer,job,Cloud Services,yes,no,Art,Work,stubborn,salary,smart worker,no,Game Developer
94,7,4,2,2,8,no,no,yes,python,database security,no,yes,poor,excellent,programming,system developer,job,Cloud Services,yes,yes,Mystery,salary,stubborn,salary,hard worker,no,Banker
81,10,1,6,2,6,no,no,yes,information security,data science,yes,yes,excellent,poor,programming,testing,higherstudies,Finance,no,yes,Horror,salary,stubborn,work,hard worker,yes,Stock Investor
81,7,6,1,4,1,yes,yes,yes,shell programming,database security,no,no,poor,excellent,parallel computing,Business process analyst,job,Service Based,yes,yes,Self help,salary,stubborn,work,smart worker,no,Business Owner
62,11,8,0,4,3,no,no,no,information security,database security,yes,no,poor,medium,Computer Architecture,testing,higherstudies,Cloud Services,no,no,Guide,Work,stubborn,work,smart worker,yes,Accountant
83,11,5,3,6,3,no,no,no,python,cloud computing,no,no,medium,poor,Management,system developer,higherstudies,Sales and Marketing,no,yes,Childrens,Work,gentle,salary,smart worker,yes,Game Developer
66,8,9,5,7,3,no,no,no,information security,game development,yes,no,poor,medium,IOT,system developer,job,BPA,no,no,Encyclopedias,Work,stubborn,work,smart worker,no,Accountant
66,11,5,4,8,7,no,yes,yes,information security,web technologies,yes,yes,poor,medium,Software Engineering,Business process analyst,job,Finance,no,no,Horror,Work,gentle,salary,hard worker,yes,Accountant
89,11,5,3,3,5,no,yes,yes,information security,hacking,no,no,medium,excellent,Management,Business process analyst,higherstudies,product development,yes,yes,Comics,salary,stubborn,salary,hard worker,yes,Game Developer
67,11,8,6,7,4,no,yes,yes,r programming,hacking,yes,yes,medium,excellent,networks,testing,job,Service Based,no,no,Poetry,Work,stubborn,work,smart worker,no,Accountant
61,7,2,5,3,7,yes,no,yes,r programming,cloud computing,yes,yes,excellent,poor,Software Engineering,developer,higherstudies,Testing and Maintainance Services,no,yes,Horror,salary,stubborn,work,smart worker,yes,Accountant
83,8,1,1,9,4,no,yes,no,hadoop,game development,yes,no,medium,medium,Management,system developer,job,BPA,yes,yes,Trilogy,Work,stubborn,work,smart worker,yes,Scientist
91,11,7,3,4,8,yes,no,yes,python,game development,yes,no,medium,excellent,parallel computing,testing,higherstudies,Testing and Maintainance Services,yes,yes,Math,Work,gentle,work,hard worker,yes,Banker
62,7,7,0,2,1,no,yes,no,shell programming,hacking,yes,no,poor,medium,IOT,cloud computing,job,SAaS services,no,yes,Journals,Work,stubborn,salary,smart worker,no,Accountant
84,5,3,6,7,8,yes,yes,yes,shell programming,data science,no,yes,poor,excellent,programming,system developer,higherstudies,Sales and Marketing,no,no,Dictionaries,Work,stubborn,salary,hard worker,no,Game Developer
80,12,5,5,3,2,no,no,yes,full stack,data science,no,no,excellent,medium,networks,testing,job,product development,yes,yes,Encyclopedias,Work,stubborn,work,smart worker,yes,Stock Investor
60,8,2,1,6,3,no,no,yes,full stack,hacking,no,yes,poor,medium,Software Engineering,Business process analyst,higherstudies,Sales and Marketing,yes,yes,Science fiction,salary,gentle,work,hard worker,no,Lawyer
80,12,4,3,8,2,yes,yes,yes,full stack,cloud computing,yes,yes,medium,medium,Computer Architecture,system developer,higherstudies,Product based,yes,no,Health,Work,gentle,work,smart worker,no,Stock Investor
66,9,4,6,7,7,yes,yes,yes,hadoop,system designing,yes,no,poor,excellent,networks,testing,higherstudies,Finance,no,no,Health,salary,gentle,salary,hard worker,no,Accountant
77,4,8,2,2,8,no,yes,no,python,hacking,yes,yes,excellent,excellent,Software Engineering,security,higherstudies,product development,yes,yes,Prayer books,Work,stubborn,work,smart worker,yes,Business Owner
71,5,6,5,3,6,yes,yes,no,python,system designing,no,yes,poor,medium,cloud computing,security,job,BPA,no,yes,Romance,Work,stubborn,salary,hard worker,no,Business Owner
87,8,5,6,9,1,no,yes,no,hadoop,cloud computing,yes,no,medium,medium,IOT,Business process analyst,higherstudies,Testing and Maintainance Services,yes,no,Health,salary,gentle,salary,smart worker,yes,Banker
79,8,8,5,2,2,yes,yes,no,machine learning,data science,yes,no,medium,poor,networks,testing,higherstudies,Finance,no,no,Art,Work,stubborn,salary,smart worker,no,Doctor
83,4,3,0,7,5,yes,no,no,information security,web technologies,yes,yes,poor,excellent,hacking,Business process analyst,higherstudies,Service Based,yes,yes,Romance,salary,gentle,salary,smart worker,no,Scientist
68,4,1,0,3,2,yes,no,no,information security,system designing,yes,no,excellent,medium,networks,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Fantasy,salary,gentle,work,smart worker,yes,Accountant
66,7,6,1,7,9,no,no,yes,machine learning,system designing,yes,no,excellent,excellent,networks,testing,job,Finance,no,yes,Comics,salary,gentle,work,hard worker,yes,Software Engineer
71,11,2,1,3,3,yes,yes,yes,r programming,hacking,no,yes,poor,medium,hacking,cloud computing,higherstudies,Web Services,no,yes,Health,Work,stubborn,work,smart worker,no,Accountant
73,8,4,2,7,3,yes,no,yes,shell programming,data science,yes,no,excellent,poor,Computer Architecture,security,job,BPA,no,yes,Drama,Work,gentle,work,hard worker,no,Doctor
74,11,1,3,2,3,yes,no,no,hadoop,cloud computing,no,no,medium,medium,IOT,cloud computing,higherstudies,Service Based,yes,yes,Autobiographies,salary,gentle,work,hard worker,yes,Doctor
64,9,5,3,2,1,yes,no,no,shell programming,cloud computing,yes,yes,medium,excellent,data engineering,testing,higherstudies,Web Services,no,no,Mystery,Work,gentle,salary,hard worker,yes,Accountant
89,11,9,1,6,7,yes,no,no,machine learning,cloud computing,no,yes,excellent,poor,programming,Business process analyst,higherstudies,Cloud Services,yes,yes,Romance,salary,gentle,salary,hard worker,yes,Scientist
70,5,3,3,1,2,no,yes,yes,full stack,game development,yes,no,poor,medium,IOT,testing,job,Cloud Services,yes,no,Health,salary,gentle,work,hard worker,yes,Accountant
90,5,4,1,4,6,no,no,no,distro making,data science,yes,yes,excellent,excellent,Computer Architecture,system developer,higherstudies,product development,yes,no,History,Work,gentle,salary,smart worker,yes,Banker
84,12,2,4,9,1,no,no,yes,distro making,web technologies,yes,no,medium,poor,hacking,security,job,product development,yes,yes,Fantasy,Work,stubborn,work,smart worker,no,Banker
85,4,7,5,1,8,yes,yes,yes,distro making,testing,no,no,medium,excellent,hacking,testing,job,BPA,yes,yes,Art,Work,stubborn,salary,smart worker,no,Game Developer
73,7,9,5,2,4,yes,no,no,shell programming,data science,no,yes,poor,medium,Software Engineering,security,higherstudies,Web Services,no,yes,Encyclopedias,salary,gentle,salary,hard worker,yes,Stock Investor
76,12,3,1,1,1,yes,no,no,full stack,testing,no,no,excellent,medium,data engineering,cloud computing,higherstudies,Testing and Maintainance Services,no,yes,Health,Work,gentle,work,smart worker,no,Stock Investor
91,7,1,3,4,1,no,no,yes,full stack,cloud computing,no,no,excellent,excellent,Management,developer,job,Sales and Marketing,yes,yes,Drama,Work,stubborn,salary,smart worker,no,Banker
64,6,5,4,1,9,yes,no,no,information security,data science,no,yes,excellent,poor,programming,system developer,job,Product based,no,yes,Health,salary,gentle,salary,smart worker,no,Accountant
80,7,2,6,9,2,no,no,yes,app development,testing,yes,yes,excellent,poor,IOT,cloud computing,higherstudies,Product based,no,no,Anthology,Work,gentle,work,hard worker,no,Doctor
78,10,4,1,3,2,no,no,yes,distro making,hacking,no,yes,poor,medium,cloud computing,cloud computing,higherstudies,BPA,yes,yes,Science,Work,stubborn,work,smart worker,no,Business Owner
89,12,6,5,2,5,yes,no,yes,app development,hacking,yes,no,poor,medium,programming,security,higherstudies,SAaS services,no,yes,Childrens,Work,stubborn,work,smart worker,yes,Game Developer
69,9,4,4,8,5,yes,no,yes,information security,web technologies,yes,yes,medium,poor,hacking,system developer,higherstudies,Testing and Maintainance Services,no,yes,Satire,Work,stubborn,work,hard worker,yes,Lawyer
94,10,5,3,2,4,no,yes,no,r programming,testing,no,yes,excellent,excellent,Management,testing,job,BPA,no,yes,Encyclopedias,salary,stubborn,work,hard worker,no,Banker
92,7,5,2,5,1,no,yes,yes,r programming,testing,no,no,poor,medium,Management,security,job,Sales and Marketing,no,yes,Art,salary,gentle,work,smart worker,no,Game Developer
94,5,6,2,4,3,no,yes,yes,python,cloud computing,no,yes,poor,poor,Management,system developer,higherstudies,Cloud Services,no,yes,Autobiographies,salary,gentle,work,hard worker,yes,Game Developer
88,9,6,0,7,8,yes,yes,no,app development,cloud computing,yes,no,medium,excellent,data engineering,cloud computing,job,Testing and Maintainance Services,no,no,Travel,Work,stubborn,work,hard worker,yes,Scientist
65,4,1,0,3,8,no,no,yes,distro making,database security,yes,no,medium,excellent,programming,security,job,SAaS services,yes,yes,Guide,salary,stubborn,salary,smart worker,yes,Accountant
85,10,6,4,3,9,yes,yes,yes,app development,hacking,no,no,poor,medium,Computer Architecture,testing,higherstudies,Web Services,no,no,Horror,salary,gentle,work,smart worker,yes,Banker
75,8,9,0,6,1,no,yes,yes,machine learning,web technologies,no,yes,medium,medium,Computer Architecture,system developer,job,Testing and Maintainance Services,yes,yes,Mystery,Work,gentle,salary,smart worker,yes,Stock Investor
79,6,8,6,9,6,yes,no,yes,shell programming,game development,no,no,poor,medium,Computer Architecture,developer,job,Service Based,no,no,Anthology,salary,gentle,salary,hard worker,no,Doctor
85,8,6,2,9,6,no,yes,yes,r programming,system designing,yes,yes,excellent,poor,hacking,system developer,higherstudies,Testing and Maintainance Services,yes,no,Biographies,Work,gentle,salary,smart worker,no,Game Developer
76,12,5,6,8,7,no,no,no,full stack,system designing,yes,no,poor,medium,Computer Architecture,system developer,job,Product based,no,no,Science fiction,salary,gentle,work,smart worker,yes,Business Owner
86,12,6,2,7,3,yes,no,yes,information security,web technologies,yes,no,excellent,excellent,programming,developer,higherstudies,Testing and Maintainance Services,no,no,Poetry,salary,gentle,work,hard worker,no,Scientist
83,12,5,4,4,1,yes,yes,no,r programming,database security,no,yes,medium,medium,programming,testing,higherstudies,Product based,no,no,History,Work,stubborn,work,hard worker,yes,Stock Investor
83,10,3,0,1,4,yes,no,no,app development,web technologies,yes,yes,poor,medium,programming,security,job,Sales and Marketing,yes,no,Religion-Spirituality,Work,gentle,work,hard worker,yes,Scientist
83,10,3,4,6,2,yes,no,yes,distro making,game development,no,yes,excellent,poor,hacking,cloud computing,higherstudies,Sales and Marketing,no,no,Horror,Work,stubborn,salary,hard worker,yes,Stock Investor
78,7,7,4,5,8,yes,no,yes,shell programming,game development,yes,yes,excellent,excellent,data engineering,testing,job,Product based,no,no,Fantasy,Work,stubborn,work,smart worker,yes,Stock Investor
68,6,2,4,2,4,yes,yes,yes,distro making,hacking,no,no,excellent,medium,data engineering,system developer,job,SAaS services,yes,no,Journals,salary,gentle,work,hard worker,yes,Accountant
85,9,3,3,7,2,yes,yes,yes,shell programming,testing,yes,no,medium,excellent,networks,testing,higherstudies,Web Services,no,no,Health,Work,stubborn,salary,smart worker,no,Banker
64,11,8,6,8,2,yes,no,no,distro making,web technologies,yes,yes,medium,poor,Computer Architecture,testing,job,Web Services,no,no,Science fiction,salary,gentle,salary,smart worker,no,Lawyer
78,6,8,1,4,9,yes,yes,no,python,testing,yes,no,medium,poor,cloud computing,testing,higherstudies,BPA,yes,no,Anthology,Work,stubborn,salary,smart worker,yes,Doctor
78,12,7,6,8,8,yes,no,yes,machine learning,data science,no,yes,medium,medium,networks,developer,higherstudies,Testing and Maintainance Services,no,yes,Math,Work,gentle,salary,hard worker,no,Stock Investor
80,6,6,0,7,1,yes,yes,no,python,database security,no,no,poor,excellent,parallel computing,developer,higherstudies,Testing and Maintainance Services,yes,no,Drama,salary,gentle,work,hard worker,yes,Stock Investor
89,6,4,0,9,2,yes,yes,no,full stack,testing,no,yes,poor,medium,hacking,cloud computing,job,product development,no,no,Comics,salary,stubborn,work,smart worker,no,Game Developer
70,9,2,1,5,9,no,no,yes,python,hacking,yes,no,poor,medium,Management,Business process analyst,higherstudies,Product based,no,yes,Series,salary,stubborn,salary,hard worker,yes,Lawyer
67,11,1,0,5,7,no,yes,no,r programming,database security,no,no,medium,medium,IOT,testing,job,Cloud Services,no,no,Autobiographies,Work,gentle,work,hard worker,yes,Software Engineer
75,9,4,4,5,2,yes,yes,no,python,database security,no,no,excellent,poor,networks,Business process analyst,higherstudies,Product based,yes,yes,Health,salary,stubborn,work,smart worker,yes,Stock Investor
66,8,4,3,5,3,yes,yes,yes,hadoop,database security,yes,no,medium,poor,hacking,developer,job,Finance,no,yes,Fantasy,salary,stubborn,salary,smart worker,yes,Accountant
89,5,7,3,8,2,yes,no,yes,python,data science,yes,yes,excellent,excellent,Computer Architecture,security,higherstudies,SAaS services,yes,yes,Series,Work,gentle,salary,hard worker,yes,Scientist
67,6,3,2,7,3,no,yes,no,machine learning,hacking,no,yes,excellent,poor,hacking,developer,higherstudies,Cloud Services,no,yes,Math,salary,gentle,salary,smart worker,yes,Accountant
87,4,4,1,9,1,no,yes,no,machine learning,system designing,no,no,poor,poor,Computer Architecture,developer,higherstudies,Finance,yes,no,Religion-Spirituality,Work,stubborn,work,hard worker,no,Scientist
62,8,9,4,5,3,no,yes,no,python,cloud computing,no,yes,excellent,excellent,parallel computing,cloud computing,job,Cloud Services,yes,yes,Health,Work,gentle,salary,hard worker,no,Accountant
71,11,9,1,6,2,yes,no,no,information security,cloud computing,no,yes,medium,excellent,Management,cloud computing,higherstudies,product development,yes,no,Health,salary,gentle,salary,smart worker,no,Accountant
75,10,7,1,9,2,no,yes,yes,distro making,system designing,yes,no,poor,poor,networks,developer,job,Service Based,yes,no,Guide,salary,gentle,salary,hard worker,no,Stock Investor
71,10,8,2,3,2,yes,no,no,distro making,system designing,no,yes,medium,excellent,cloud computing,developer,job,Web Services,no,yes,Comics,salary,stubborn,work,hard worker,no,Doctor
68,12,9,1,1,5,yes,no,yes,app development,cloud computing,yes,yes,medium,excellent,Management,system developer,higherstudies,Cloud Services,no,no,Math,salary,gentle,work,hard worker,no,Accountant
92,8,7,0,6,9,yes,no,yes,information security,web technologies,yes,no,excellent,excellent,Software Engineering,testing,job,Cloud Services,no,yes,Satire,Work,stubborn,salary,smart worker,no,Scientist
89,8,4,5,3,7,no,no,no,shell programming,testing,yes,no,medium,poor,data engineering,cloud computing,higherstudies,Product based,no,yes,Self help,Work,stubborn,salary,smart worker,no,Scientist
92,7,8,0,3,1,no,yes,no,python,hacking,no,no,medium,poor,Management,system developer,higherstudies,Cloud Services,yes,no,Cookbooks,Work,gentle,salary,hard worker,yes,Game Developer
91,12,3,2,2,1,yes,no,no,hadoop,data science,yes,yes,excellent,medium,parallel computing,system developer,higherstudies,Web Services,yes,yes,Cookbooks,salary,stubborn,salary,smart worker,no,Game Developer
72,6,7,5,7,8,no,yes,no,hadoop,testing,no,yes,poor,medium,hacking,developer,job,Cloud Services,yes,yes,Anthology,salary,gentle,work,hard worker,yes,Doctor
89,10,4,3,3,8,yes,yes,no,python,database security,no,no,poor,medium,cloud computing,testing,job,Cloud Services,yes,yes,Horror,salary,stubborn,work,smart worker,yes,Banker
62,9,3,2,7,2,yes,no,yes,python,hacking,no,yes,medium,medium,parallel computing,Business process analyst,higherstudies,SAaS services,no,no,Dictionaries,Work,stubborn,work,smart worker,yes,Software Engineer
