Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability,Extra-courses did,certifications,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
88,8,1,3,6,4,yes,yes,Diploma in Accounting,no,RemoteWork,medium,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,yes,yes,Guide,Work,stubborn,salary,hard worker,no,Accountant
92,5,8,0,5,2,no,no,Diploma in Accounting,no,OfficeBased,excellent,excellent,Forensic Accounting,International Taxation and Compliance,higherstudies,yes,yes,Health,Work,stubborn,work,smart worker,no,Accountant
84,12,4,6,1,5,no,no,AutoCAD Certification,yes,RemoteWork,excellent,medium,Mathematics and Applied Mathematics,Artificial Intelligence and Machine Learning,job,no,no,Anthology,salary,gentle,salary,hard worker,yes,Engineer
82,8,5,4,2,8,no,yes,Coursera: Introduction to Digital Marketing,no,Fieldwork,excellent,medium,Media Studies and Communication,Music Industry Management,job,no,no,Romance,salary,gentle,work,hard worker,no,Entertainment industry
63,6,4,1,2,8,no,no,Coursera: Introduction to Game Development,no,OfficeBased,excellent,medium,Game Programming Patterns,Game Programming,job,no,no,Religion-Spirituality,salary,gentle,work,hard worker,yes,Game Developer
77,11,3,6,4,4,no,no,Investopedia: Stock Market Investing Course,yes,Fieldwork,excellent,excellent,Financial Statement Analysis,Portfolio Management,job,no,yes,Guide,Work,stubborn,salary,hard worker,yes,Stock Investor
74,9,9,2,9,7,yes,no,First Aid and CPR Certification,yes,RemoteWork,medium,poor,Human Anatomy and Physiology,Public Health,job,no,no,Self help,Work,stubborn,salary,hard worker,yes,Doctor
79,10,1,3,5,8,no,no,Coursera: Foundations of Business Strategy,yes,OfficeBased,excellent,excellent,The Lean Startup,Management Consulting,higherstudies,yes,no,History,salary,gentle,salary,smart worker,no,MBA
61,5,5,2,1,9,no,no,Pharmacy Technician Certification (CPhT),yes,Fieldwork,poor,poor,Pharmacology,Pharmaceutical Research and Development,higherstudies,no,no,Drama,salary,gentle,salary,hard worker,no,Pharmacy
89,11,9,0,8,5,no,yes,Certified Fitness Trainer (CFT),no,RemoteWork,excellent,medium,Sports Management and Administration,Sports Medicine and Athletic Training,job,yes,yes,Diaries,salary,gentle,salary,smart worker,yes,Sports person
94,10,6,3,8,4,no,no,Sports First Aid Certification,no,OfficeBased,poor,poor,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,higherstudies,no,yes,Art,Work,gentle,salary,smart worker,yes,Sports person
64,5,7,1,7,9,no,yes,Certificate in Banking and Finance,yes,RemoteWork,excellent,poor,Corporate Finance,Private Wealth Management,job,no,yes,Action and Adventure,salary,stubborn,work,hard worker,no,Banker
91,9,8,5,6,3,yes,yes,Certificate in Laboratory Techniques,no,Fieldwork,medium,poor,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,yes,Science,Work,gentle,salary,smart worker,yes,Scientist
73,6,5,1,3,2,yes,yes,Certified Nursing Assistant (CNA),yes,OfficeBased,excellent,excellent,Medical Ethics and Professionalism,Medical Research,higherstudies,no,yes,Series,salary,gentle,salary,hard worker,no,Doctor
92,7,2,4,9,2,no,no,Coursera: Introduction to Research Methods,no,OfficeBased,poor,excellent,The Structure of Scientific Revolutions,Academic Research and Teaching,higherstudies,yes,yes,Religion-Spirituality,salary,stubborn,work,smart worker,no,Scientist
81,6,6,2,4,8,yes,no,Coursera: Foundations of Business Strategy,yes,Fieldwork,poor,poor,Master the Art of Business,Entrepreneurship and Startup Management,job,yes,yes,Health,Work,stubborn,salary,smart worker,yes,MBA
91,6,2,2,1,8,yes,yes,Diploma in Accounting,yes,Fieldwork,medium,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,yes,yes,Math,Work,gentle,salary,hard worker,no,Accountant
87,10,9,1,5,9,yes,no,Certified Accounting Technician (CAT),yes,RemoteWork,excellent,poor,Financial Analytics and Data Visualization,Financial Planning and Analysis,higherstudies,no,yes,Horror,Work,gentle,work,hard worker,no,Accountant
80,8,2,4,1,3,no,yes,Coursera: Foundations of Business Strategy,no,OfficeBased,medium,poor,Master the Art of Business,Entrepreneurship and Startup Management,job,no,yes,Guide,salary,gentle,salary,smart worker,yes,MBA
85,8,3,1,8,7,no,no,AutoCAD Certification,yes,Fieldwork,excellent,medium,Mathematics and Applied Mathematics,Product Engineer,job,yes,yes,Art,salary,stubborn,work,smart worker,yes,Engineer
74,7,5,2,2,7,yes,yes,First Aid and CPR Certification,no,OfficeBased,excellent,poor,Medical Ethics and Professionalism,Medical Research,higherstudies,no,no,Series,Work,stubborn,salary,hard worker,yes,Doctor
90,9,9,6,1,9,no,no,Certificate in Laboratory Techniques,yes,Fieldwork,medium,medium,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,no,Romance,Work,stubborn,salary,hard worker,yes,Scientist
73,7,2,0,4,7,no,yes,Investopedia: Stock Market Investing Course,no,Fieldwork,excellent,poor,Financial Statement Analysis,Portfolio Management,job,yes,yes,Fantasy,salary,stubborn,salary,hard worker,yes,Stock Investor
61,10,8,2,2,1,yes,yes,Certificate in Banking and Finance,no,OfficeBased,excellent,poor,Corporate Finance,Private Wealth Management,job,yes,yes,Cookbooks,Work,stubborn,salary,hard worker,no,Banker
65,9,3,0,5,7,yes,no,Diploma in Pharmaceutical Sciences,yes,RemoteWork,excellent,poor,Pharmacology,Clinical Pharmacy,higherstudies,yes,yes,Poetry,Work,stubborn,salary,smart worker,no,Pharmacy
74,12,6,0,1,9,yes,no,First Aid and CPR Certification,yes,OfficeBased,poor,excellent,Human Anatomy and Physiology,Public Health,higherstudies,yes,no,Self help,Work,gentle,salary,hard worker,no,Doctor
66,10,6,1,8,4,no,no,Coursera: Introduction to Game Development,yes,RemoteWork,excellent,excellent,Game Programming Patterns,Game Design,job,yes,yes,Science,Work,stubborn,salary,hard worker,yes,Game Developer
70,9,2,3,5,1,no,yes,First Aid and CPR Certification,no,OfficeBased,medium,poor,Medical Ethics and Professionalism,Public Health,higherstudies,yes,yes,Series,salary,gentle,work,hard worker,yes,Doctor
70,7,4,1,5,2,no,no,Certificate in Financial Markets,no,Fieldwork,excellent,excellent,The Intelligent Investor,Portfolio Management,job,no,yes,Encyclopedias,salary,gentle,salary,smart worker,yes,Stock Investor
94,10,3,6,2,4,no,yes,Certified Accounting Technician (CAT),no,OfficeBased,excellent,excellent,Financial Analytics and Data Visualization,Financial Planning and Analysis,job,no,yes,Health,Work,stubborn,salary,smart worker,yes,Accountant
70,10,2,1,2,7,yes,yes,Certified Nursing Assistant (CNA),no,Fieldwork,medium,medium,Medical Ethics and Professionalism,Medical Research,job,yes,no,Prayer books,Work,gentle,work,smart worker,yes,Doctor
65,9,7,6,1,9,no,yes,Diploma in Pharmaceutical Sciences,yes,OfficeBased,excellent,medium,Pharmaceutical Chemistry,Clinical Pharmacy,job,no,no,Guide,salary,gentle,salary,hard worker,no,Pharmacy
84,6,4,5,3,6,no,no,Teaching Certificate/License,no,RemoteWork,excellent,poor,Curriculum Development and Instructional Design,Educational Technology Specialist,job,no,yes,Self help,Work,gentle,salary,hard worker,yes,Teacher
64,9,6,0,9,3,no,yes,Pharmacy Technician Certification (CPhT),yes,RemoteWork,excellent,poor,Pharmacology,Pharmaceutical Research and Development,job,no,yes,Horror,Work,gentle,salary,hard worker,no,Pharmacy
80,9,5,4,8,5,no,yes,Coursera: Introduction to Digital Marketing,yes,OfficeBased,medium,medium,Media Studies and Communication,Film and Television Production,higherstudies,yes,no,Religion-Spirituality,Work,gentle,salary,hard worker,no,Entertainment industry
67,8,5,6,6,6,no,yes,Unity Certified User,no,Fieldwork,poor,excellent,Unity in Action,Game Programming,higherstudies,no,yes,Prayer books,Work,stubborn,work,hard worker,no,Game Developer
75,12,9,6,7,8,no,yes,Coursera: Introduction to Law,yes,RemoteWork,excellent,excellent,Constitutional Law,Corporate Law,higherstudies,no,yes,Dictionaries,Work,stubborn,salary,hard worker,yes,Lawyer
79,5,6,1,4,1,yes,yes,Certified SolidWorks Associate (CSWA),no,RemoteWork,medium,poor,Physics and Mechanics,Product Engineer,higherstudies,no,no,Comics,Work,gentle,work,hard worker,yes,Engineer
89,12,8,0,2,9,yes,no,Certified Fitness Trainer (CFT),yes,OfficeBased,poor,medium,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,higherstudies,no,yes,Diaries,salary,gentle,work,hard worker,no,Sports person
64,7,8,1,6,9,no,no,Diploma in Pharmaceutical Sciences,no,RemoteWork,excellent,poor,Pharmaceutical Chemistry,Clinical Pharmacy,higherstudies,no,yes,Health,Work,stubborn,salary,hard worker,yes,Pharmacy
69,12,1,4,4,2,yes,no,Certificate in Financial Markets,yes,Fieldwork,poor,excellent,The Intelligent Investor,Financial Analysis,job,no,yes,Drama,salary,stubborn,work,smart worker,no,Stock Investor
90,5,1,3,7,4,no,yes,Coursera: Introduction to Research Methods,yes,Fieldwork,poor,medium,Lab Girl,Academic Research and Teaching,higherstudies,yes,no,Romance,Work,gentle,salary,hard worker,no,Scientist
92,8,8,6,2,7,yes,no,Certified Fitness Trainer (CFT),no,Fieldwork,medium,excellent,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,job,yes,yes,Anthology,Work,stubborn,salary,hard worker,yes,Sports person
93,4,6,2,7,2,no,yes,Diploma in Accounting,yes,Fieldwork,excellent,excellent,Forensic Accounting,Financial Planning and Analysis,job,no,no,History,Work,gentle,salary,smart worker,yes,Accountant
79,10,5,4,1,7,no,yes,Coursera: Introduction to Digital Marketing,no,RemoteWork,poor,medium,Media Studies and Communication,Film and Television Production,higherstudies,yes,yes,Horror,Work,gentle,salary,smart worker,no,Entertainment industry
71,11,7,1,9,6,yes,yes,Coursera: Introduction to Law,yes,RemoteWork,excellent,poor,Constitutional Law,Corporate Law,job,yes,no,Comics,Work,stubborn,work,hard worker,yes,Lawyer
70,5,3,1,5,5,yes,yes,Certificate in Legal Studies,yes,Fieldwork,excellent,poor,Legal Research and Writing,Litigation,higherstudies,yes,yes,Comics,salary,gentle,salary,smart worker,yes,Lawyer
87,8,2,3,1,9,no,no,Certified Accounting Technician (CAT),no,OfficeBased,poor,medium,Forensic Accounting,International Taxation and Compliance,higherstudies,yes,yes,Mystery,salary,stubborn,salary,smart worker,yes,Accountant
76,6,9,5,5,8,yes,no,Certificate in Financial Markets,no,OfficeBased,poor,medium,The Intelligent Investor,Financial Analysis,higherstudies,yes,yes,Health,Work,gentle,work,smart worker,no,Stock Investor
69,10,5,4,8,2,no,no,Certificate in Legal Studies,yes,OfficeBased,poor,medium,Constitutional Law,Corporate Law,higherstudies,no,no,Cookbooks,Work,stubborn,salary,smart worker,no,Lawyer
88,6,7,4,4,8,no,yes,Certified Fitness Trainer (CFT),yes,Fieldwork,poor,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,yes,yes,Diaries,salary,gentle,salary,hard worker,no,Sports person
94,11,5,3,6,9,no,no,Certified Accounting Technician (CAT),yes,RemoteWork,poor,excellent,Forensic Accounting,International Taxation and Compliance,job,no,yes,Fantasy,salary,gentle,work,smart worker,yes,Accountant
85,6,5,2,7,7,no,no,Teaching Certificate/License,no,OfficeBased,medium,poor,Educational Psychology,Education Policy and Advocacy,job,no,yes,Travel,Work,gentle,salary,hard worker,yes,Teacher
77,12,2,0,6,8,yes,no,Teaching Certificate/License,yes,RemoteWork,excellent,medium,Curriculum Development and Instructional Design,Educational Technology Specialist,job,yes,yes,Travel,Work,gentle,salary,hard worker,no,Teacher
67,11,9,6,3,3,yes,no,Diploma in Pharmaceutical Sciences,yes,RemoteWork,medium,medium,Pharmacology,Pharmaceutical Research and Development,higherstudies,yes,no,History,salary,gentle,work,smart worker,no,Pharmacy
80,12,7,6,2,1,yes,yes,AutoCAD Certification,no,RemoteWork,poor,excellent,Mathematics and Applied Mathematics,Product Engineer,higherstudies,yes,no,Childrens,Work,stubborn,work,smart worker,no,Engineer
83,8,9,0,4,7,no,no,Teaching Certificate/License,no,OfficeBased,excellent,poor,Curriculum Development and Instructional Design,Educational Technology Specialist,job,no,no,Satire,salary,gentle,work,smart worker,no,Teacher
77,5,1,4,9,1,no,yes,Certificate in Financial Markets,yes,Fieldwork,excellent,medium,The Intelligent Investor,Financial Analysis,job,yes,no,Guide,salary,gentle,work,smart worker,yes,Stock Investor
84,10,3,4,9,4,no,yes,Coursera: Introduction to Digital Marketing,yes,Fieldwork,medium,medium,Entertainment Business and Management,Film and Television Production,job,yes,no,Math,Work,gentle,salary,smart worker,no,Entertainment industry
64,10,7,6,5,5,yes,yes,Pharmacy Technician Certification (CPhT),yes,Fieldwork,medium,medium,Pharmaceutical Chemistry,Pharmaceutical Research and Development,higherstudies,no,no,Drama,Work,gentle,work,smart worker,no,Pharmacy
70,5,8,6,2,5,no,no,First Aid and CPR Certification,yes,RemoteWork,medium,poor,Human Anatomy and Physiology,Public Health,job,no,yes,Romance,Work,stubborn,salary,smart worker,yes,Doctor
85,11,4,5,9,5,no,yes,Certificate in Business Administration,no,RemoteWork,excellent,medium,The Lean Startup,Management Consulting,job,no,yes,Drama,salary,stubborn,work,smart worker,no,MBA
77,7,6,6,4,2,no,yes,AutoCAD Certification,yes,OfficeBased,excellent,medium,Physics and Mechanics,Product Engineer,job,yes,yes,Anthology,Work,stubborn,work,hard worker,yes,Engineer
92,10,9,5,1,5,no,yes,Certificate in Laboratory Techniques,no,OfficeBased,excellent,medium,The Structure of Scientific Revolutions,Research and Development,higherstudies,no,yes,Trilogy,salary,stubborn,work,smart worker,yes,Scientist
69,8,1,1,5,2,no,no,Certificate in Financial Markets,no,OfficeBased,medium,poor,Financial Statement Analysis,Portfolio Management,job,yes,no,Health,salary,gentle,salary,hard worker,yes,Stock Investor
60,5,1,3,2,6,no,no,Unity Certified User,yes,Fieldwork,medium,poor,Game Programming Patterns,Game Programming,higherstudies,yes,no,Poetry,Work,gentle,salary,hard worker,yes,Game Developer
61,4,2,6,4,9,yes,yes,Associate Chartered Banker (ACIB),no,Fieldwork,medium,excellent,Corporate Finance,Private Wealth Management,job,yes,no,Anthology,Work,stubborn,work,hard worker,yes,Banker
72,4,1,6,3,3,no,yes,Certified Nursing Assistant (CNA),no,Fieldwork,poor,poor,Human Anatomy and Physiology,Public Health,higherstudies,yes,no,Religion-Spirituality,salary,stubborn,work,hard worker,no,Doctor
67,6,1,0,9,9,yes,yes,Diploma in Pharmaceutical Sciences,yes,Fieldwork,medium,excellent,Pharmacology,Clinical Pharmacy,higherstudies,yes,no,Encyclopedias,Work,gentle,salary,hard worker,yes,Pharmacy
62,8,5,0,4,9,no,yes,Certificate in Banking and Finance,no,OfficeBased,medium,medium,Financial Markets,Private Wealth Management,job,yes,no,Action and Adventure,Work,stubborn,salary,smart worker,no,Banker
92,10,1,4,6,4,yes,yes,Certified Fitness Trainer (CFT),no,Fieldwork,medium,medium,Sports Science and Exercise Physiology,Sports Medicine and Athletic Training,job,yes,yes,Diaries,Work,stubborn,salary,smart worker,yes,Sports person
90,5,2,3,8,4,yes,yes,Certificate in Laboratory Techniques,yes,RemoteWork,excellent,excellent,The Structure of Scientific Revolutions,Research and Development,higherstudies,yes,yes,Travel,salary,stubborn,salary,hard worker,yes,Scientist
81,6,3,2,2,6,yes,no,Coursera: Foundations of Business Strategy,no,RemoteWork,poor,excellent,Master the Art of Business,Entrepreneurship and Startup Management,higherstudies,no,no,Drama,salary,stubborn,salary,smart worker,no,MBA
81,12,9,5,7,6,yes,yes,Certified SolidWorks Associate (CSWA),yes,RemoteWork,poor,excellent,Physics and Mechanics,Artificial Intelligence and Machine Learning,job,no,yes,Art,salary,gentle,work,hard worker,yes,Engineer
90,7,2,3,4,7,yes,no,Sports First Aid Certification,no,Fieldwork,excellent,excellent,Sports Management and Administration,Sports Marketing and Sponsorship,higherstudies,no,no,Action and Adventure,Work,gentle,work,hard worker,no,Sports person
87,5,9,4,7,8,no,no,Certificate in Laboratory Techniques,no,RemoteWork,poor,poor,Lab Girl,Research and Development,higherstudies,yes,yes,Travel,Work,gentle,work,smart worker,yes,Scientist
86,8,8,2,7,1,yes,no,Certified Fitness Trainer (CFT),yes,Fieldwork,medium,excellent,Sports Science and Exercise Physiology,Sports Marketing and Sponsorship,job,no,yes,Cookbooks,salary,gentle,work,hard worker,no,Sports person
63,9,8,5,7,2,no,no,Pharmacy Technician Certification (CPhT),no,OfficeBased,poor,excellent,Pharmacology,Pharmaceutical Research and Development,higherstudies,no,yes,Fantasy,Work,stubborn,salary,hard worker,no,Pharmacy
74,10,9,5,7,3,no,yes,First Aid and CPR Certification,yes,Fieldwork,medium,excellent,Human Anatomy and Physiology,Public Health,higherstudies,no,no,Prayer books,salary,stubborn,work,smart worker,no,Doctor
88,8,8,2,6,4,yes,no,Certified Accounting Technician (CAT),no,OfficeBased,medium,medium,Financial Analytics and Data Visualization,International Taxation and Compliance,job,no,no,Horror,salary,gentle,salary,smart worker,no,Accountant
81,12,9,6,7,5,yes,yes,Certificate in Business Administration,no,RemoteWork,medium,excellent,The Lean Startup,Entrepreneurship and Startup Management,higherstudies,no,no,Health,salary,stubborn,work,smart worker,yes,MBA
83,6,9,0,5,9,yes,no,National Board Certification (NBC),yes,RemoteWork,poor,medium,Curriculum Development and Instructional Design,Educational Technology Specialist,job,no,no,Self help,Work,gentle,salary,smart worker,yes,Teacher
85,7,8,4,7,4,no,no,Certified SolidWorks Associate (CSWA),no,Fieldwork,poor,poor,Mathematics and Applied Mathematics,Product Engineer,higherstudies,no,no,Cookbooks,Work,gentle,work,smart worker,yes,Engineer
